"","query","noutputs"
0,"\W!x{((a\w+|an\w+|\w+er)\W+){5}(a\w+|an\w+|\w+er)}\W",119
258,"\W!x{((a\w+|\w+ion|\w+ive)\W+){5}(a\w+|\w+ion|\w+ive)}\W",26
259,"\W!x{((a\w+|\w+ion|dis\w+)\W+){5}(a\w+|\w+ion|dis\w+)}\W",41
260,"\W!x{((a\w+|\w+ion|\w+ous)\W+){5}(a\w+|\w+ion|\w+ous)}\W",26
261,"\W!x{((a\w+|\w+ion|\w+ate)\W+){5}(a\w+|\w+ion|\w+ate)}\W",23
262,"\W!x{((a\w+|\w+ion|\w+ure)\W+){5}(a\w+|\w+ion|\w+ure)}\W",22
263,"\W!x{((a\w+|\w+ion|pre\w+)\W+){5}(a\w+|\w+ion|pre\w+)}\W",26
264,"\W!x{((a\w+|\w+ion|\w+ment)\W+){5}(a\w+|\w+ion|\w+ment)}\W",23
265,"\W!x{((a\w+|\w+ion|\w+ence)\W+){5}(a\w+|\w+ion|\w+ence)}\W",25
266,"\W!x{((a\w+|\w+ion|\w+able)\W+){5}(a\w+|\w+ion|\w+able)}\W",23
267,"\W!x{((a\w+|\w+ion|\w+ant)\W+){5}(a\w+|\w+ion|\w+ant)}\W",23
268,"\W!x{((a\w+|\w+ion|\w+ity)\W+){5}(a\w+|\w+ion|\w+ity)}\W",29
269,"\W!x{((a\w+|\w+ion|\w+ness)\W+){5}(a\w+|\w+ion|\w+ness)}\W",30
270,"\W!x{((a\w+|\w+ion|\w+ance)\W+){5}(a\w+|\w+ion|\w+ance)}\W",23
271,"\W!x{((a\w+|\w+ion|\w+ful)\W+){5}(a\w+|\w+ion|\w+ful)}\W",28
272,"\W!x{((a\w+|\w+ion|im\w+)\W+){5}(a\w+|\w+ion|im\w+)}\W",27
273,"\W!x{((a\w+|\w+ion|\w+age)\W+){5}(a\w+|\w+ion|\w+age)}\W",22
274,"\W!x{((a\w+|\w+ion|\w+ish)\W+){5}(a\w+|\w+ion|\w+ish)}\W",22
275,"\W!x{((a\w+|\w+ion|\w+ic)\W+){5}(a\w+|\w+ion|\w+ic)}\W",23
276,"\W!x{((a\w+|in\w+|de\w+)\W+){5}(a\w+|in\w+|de\w+)}\W",27
277,"\W!x{((a\w+|in\w+|di\w+)\W+){5}(a\w+|in\w+|di\w+)}\W",44
278,"\W!x{((a\w+|in\w+|\w+ent)\W+){5}(a\w+|in\w+|\w+ent)}\W",27
279,"\W!x{((a\w+|in\w+|\w+geo?\w+)\W+){5}(a\w+|in\w+|\w+geo?\w+)}\W",24
280,"\W!x{((a\w+|in\w+|\w+al)\W+){5}(a\w+|in\w+|\w+al)}\W",32
281,"\W!x{((a\w+|in\w+|com\w+)\W+){5}(a\w+|in\w+|com\w+)}\W",28
282,"\W!x{((a\w+|in\w+|con\w+)\W+){5}(a\w+|in\w+|con\w+)}\W",29
283,"\W!x{((a\w+|in\w+|un\w+)\W+){5}(a\w+|in\w+|un\w+)}\W",39
284,"\W!x{((a\w+|in\w+|ex\w+)\W+){5}(a\w+|in\w+|ex\w+)}\W",31
285,"\W!x{((a\w+|in\w+|en\w+)\W+){5}(a\w+|in\w+|en\w+)}\W",28
286,"\W!x{((a\w+|in\w+|pro\w+)\W+){5}(a\w+|in\w+|pro\w+)}\W",27
287,"\W!x{((a\w+|in\w+|\w+ation)\W+){5}(a\w+|in\w+|\w+ation)}\W",27
288,"\W!x{((a\w+|in\w+|\w+ive)\W+){5}(a\w+|in\w+|\w+ive)}\W",26
289,"\W!x{((a\w+|in\w+|dis\w+)\W+){5}(a\w+|in\w+|dis\w+)}\W",41
290,"\W!x{((a\w+|in\w+|\w+ous)\W+){5}(a\w+|in\w+|\w+ous)}\W",29
291,"\W!x{((a\w+|in\w+|\w+ate)\W+){5}(a\w+|in\w+|\w+ate)}\W",22
292,"\W!x{((a\w+|in\w+|\w+ure)\W+){5}(a\w+|in\w+|\w+ure)}\W",23
293,"\W!x{((a\w+|in\w+|pre\w+)\W+){5}(a\w+|in\w+|pre\w+)}\W",28
294,"\W!x{((a\w+|in\w+|\w+ment)\W+){5}(a\w+|in\w+|\w+ment)}\W",24
295,"\W!x{((a\w+|in\w+|\w+ence)\W+){5}(a\w+|in\w+|\w+ence)}\W",29
296,"\W!x{((a\w+|in\w+|\w+able)\W+){5}(a\w+|in\w+|\w+able)}\W",22
297,"\W!x{((a\w+|in\w+|\w+ant)\W+){5}(a\w+|in\w+|\w+ant)}\W",22
298,"\W!x{((a\w+|in\w+|\w+ity)\W+){5}(a\w+|in\w+|\w+ity)}\W",27
299,"\W!x{((a\w+|in\w+|\w+ness)\W+){5}(a\w+|in\w+|\w+ness)}\W",23
300,"\W!x{((a\w+|in\w+|\w+ance)\W+){5}(a\w+|in\w+|\w+ance)}\W",22
301,"\W!x{((a\w+|in\w+|\w+ful)\W+){5}(a\w+|in\w+|\w+ful)}\W",26
302,"\W!x{((a\w+|in\w+|im\w+)\W+){5}(a\w+|in\w+|im\w+)}\W",26
303,"\W!x{((a\w+|in\w+|\w+age)\W+){5}(a\w+|in\w+|\w+age)}\W",23
304,"\W!x{((a\w+|in\w+|\w+ish)\W+){5}(a\w+|in\w+|\w+ish)}\W",22
305,"\W!x{((a\w+|in\w+|\w+ic)\W+){5}(a\w+|in\w+|\w+ic)}\W",24
306,"\W!x{((a\w+|de\w+|di\w+)\W+){5}(a\w+|de\w+|di\w+)}\W",36
307,"\W!x{((a\w+|de\w+|\w+ent)\W+){5}(a\w+|de\w+|\w+ent)}\W",18
308,"\W!x{((a\w+|de\w+|\w+geo?\w+)\W+){5}(a\w+|de\w+|\w+geo?\w+)}\W",15
309,"\W!x{((a\w+|de\w+|\w+al)\W+){5}(a\w+|de\w+|\w+al)}\W",28
310,"\W!x{((a\w+|de\w+|com\w+)\W+){5}(a\w+|de\w+|com\w+)}\W",17
311,"\W!x{((a\w+|de\w+|con\w+)\W+){5}(a\w+|de\w+|con\w+)}\W",16
312,"\W!x{((a\w+|de\w+|un\w+)\W+){5}(a\w+|de\w+|un\w+)}\W",27
313,"\W!x{((a\w+|de\w+|ex\w+)\W+){5}(a\w+|de\w+|ex\w+)}\W",20
314,"\W!x{((a\w+|de\w+|en\w+)\W+){5}(a\w+|de\w+|en\w+)}\W",17
315,"\W!x{((a\w+|de\w+|pro\w+)\W+){5}(a\w+|de\w+|pro\w+)}\W",16
316,"\W!x{((a\w+|de\w+|\w+ation)\W+){5}(a\w+|de\w+|\w+ation)}\W",17
317,"\W!x{((a\w+|de\w+|\w+ive)\W+){5}(a\w+|de\w+|\w+ive)}\W",17
318,"\W!x{((a\w+|de\w+|dis\w+)\W+){5}(a\w+|de\w+|dis\w+)}\W",31
319,"\W!x{((a\w+|de\w+|\w+ous)\W+){5}(a\w+|de\w+|\w+ous)}\W",16
320,"\W!x{((a\w+|de\w+|\w+ate)\W+){5}(a\w+|de\w+|\w+ate)}\W",14
321,"\W!x{((a\w+|de\w+|\w+ure)\W+){5}(a\w+|de\w+|\w+ure)}\W",14
322,"\W!x{((a\w+|de\w+|pre\w+)\W+){5}(a\w+|de\w+|pre\w+)}\W",17
323,"\W!x{((a\w+|de\w+|\w+ment)\W+){5}(a\w+|de\w+|\w+ment)}\W",14
324,"\W!x{((a\w+|de\w+|\w+ence)\W+){5}(a\w+|de\w+|\w+ence)}\W",17
325,"\W!x{((a\w+|de\w+|\w+able)\W+){5}(a\w+|de\w+|\w+able)}\W",14
326,"\W!x{((a\w+|de\w+|\w+ant)\W+){5}(a\w+|de\w+|\w+ant)}\W",14
327,"\W!x{((a\w+|de\w+|\w+ity)\W+){5}(a\w+|de\w+|\w+ity)}\W",17
328,"\W!x{((a\w+|de\w+|\w+ness)\W+){5}(a\w+|de\w+|\w+ness)}\W",14
329,"\W!x{((a\w+|de\w+|\w+ance)\W+){5}(a\w+|de\w+|\w+ance)}\W",13
330,"\W!x{((a\w+|de\w+|\w+ful)\W+){5}(a\w+|de\w+|\w+ful)}\W",18
331,"\W!x{((a\w+|de\w+|im\w+)\W+){5}(a\w+|de\w+|im\w+)}\W",17
332,"\W!x{((a\w+|de\w+|\w+age)\W+){5}(a\w+|de\w+|\w+age)}\W",13
333,"\W!x{((a\w+|de\w+|\w+ish)\W+){5}(a\w+|de\w+|\w+ish)}\W",13
334,"\W!x{((a\w+|de\w+|\w+ic)\W+){5}(a\w+|de\w+|\w+ic)}\W",15
335,"\W!x{((a\w+|di\w+|\w+ent)\W+){5}(a\w+|di\w+|\w+ent)}\W",37
336,"\W!x{((a\w+|di\w+|\w+geo?\w+)\W+){5}(a\w+|di\w+|\w+geo?\w+)}\W",33
337,"\W!x{((a\w+|di\w+|\w+al)\W+){5}(a\w+|di\w+|\w+al)}\W",46
338,"\W!x{((a\w+|di\w+|com\w+)\W+){5}(a\w+|di\w+|com\w+)}\W",36
339,"\W!x{((a\w+|di\w+|con\w+)\W+){5}(a\w+|di\w+|con\w+)}\W",35
340,"\W!x{((a\w+|di\w+|un\w+)\W+){5}(a\w+|di\w+|un\w+)}\W",45
341,"\W!x{((a\w+|di\w+|ex\w+)\W+){5}(a\w+|di\w+|ex\w+)}\W",37
342,"\W!x{((a\w+|di\w+|en\w+)\W+){5}(a\w+|di\w+|en\w+)}\W",35
343,"\W!x{((a\w+|di\w+|pro\w+)\W+){5}(a\w+|di\w+|pro\w+)}\W",35
344,"\W!x{((a\w+|di\w+|\w+ation)\W+){5}(a\w+|di\w+|\w+ation)}\W",36
345,"\W!x{((a\w+|di\w+|\w+ive)\W+){5}(a\w+|di\w+|\w+ive)}\W",34
346,"\W!x{((a\w+|di\w+|dis\w+)\W+){5}(a\w+|di\w+|dis\w+)}\W",31
347,"\W!x{((a\w+|di\w+|\w+ous)\W+){5}(a\w+|di\w+|\w+ous)}\W",35
348,"\W!x{((a\w+|di\w+|\w+ate)\W+){5}(a\w+|di\w+|\w+ate)}\W",34
349,"\W!x{((a\w+|di\w+|\w+ure)\W+){5}(a\w+|di\w+|\w+ure)}\W",32
350,"\W!x{((a\w+|di\w+|pre\w+)\W+){5}(a\w+|di\w+|pre\w+)}\W",35
351,"\W!x{((a\w+|di\w+|\w+ment)\W+){5}(a\w+|di\w+|\w+ment)}\W",32
352,"\W!x{((a\w+|di\w+|\w+ence)\W+){5}(a\w+|di\w+|\w+ence)}\W",34
353,"\W!x{((a\w+|di\w+|\w+able)\W+){5}(a\w+|di\w+|\w+able)}\W",31
354,"\W!x{((a\w+|di\w+|\w+ant)\W+){5}(a\w+|di\w+|\w+ant)}\W",32
355,"\W!x{((a\w+|di\w+|\w+ity)\W+){5}(a\w+|di\w+|\w+ity)}\W",35
356,"\W!x{((a\w+|di\w+|\w+ness)\W+){5}(a\w+|di\w+|\w+ness)}\W",32
357,"\W!x{((a\w+|di\w+|\w+ance)\W+){5}(a\w+|di\w+|\w+ance)}\W",32
358,"\W!x{((a\w+|di\w+|\w+ful)\W+){5}(a\w+|di\w+|\w+ful)}\W",36
359,"\W!x{((a\w+|di\w+|im\w+)\W+){5}(a\w+|di\w+|im\w+)}\W",35
360,"\W!x{((a\w+|di\w+|\w+age)\W+){5}(a\w+|di\w+|\w+age)}\W",31
361,"\W!x{((a\w+|di\w+|\w+ish)\W+){5}(a\w+|di\w+|\w+ish)}\W",31
362,"\W!x{((a\w+|di\w+|\w+ic)\W+){5}(a\w+|di\w+|\w+ic)}\W",32
363,"\W!x{((a\w+|\w+ent|\w+geo?\w+)\W+){5}(a\w+|\w+ent|\w+geo?\w+)}\W",15
364,"\W!x{((a\w+|\w+ent|\w+al)\W+){5}(a\w+|\w+ent|\w+al)}\W",27
365,"\W!x{((a\w+|\w+ent|com\w+)\W+){5}(a\w+|\w+ent|com\w+)}\W",18
366,"\W!x{((a\w+|\w+ent|con\w+)\W+){5}(a\w+|\w+ent|con\w+)}\W",19
367,"\W!x{((a\w+|\w+ent|un\w+)\W+){5}(a\w+|\w+ent|un\w+)}\W",24
368,"\W!x{((a\w+|\w+ent|ex\w+)\W+){5}(a\w+|\w+ent|ex\w+)}\W",19
369,"\W!x{((a\w+|\w+ent|en\w+)\W+){5}(a\w+|\w+ent|en\w+)}\W",17
370,"\W!x{((a\w+|\w+ent|pro\w+)\W+){5}(a\w+|\w+ent|pro\w+)}\W",20
371,"\W!x{((a\w+|\w+ent|\w+ation)\W+){5}(a\w+|\w+ent|\w+ation)}\W",17
372,"\W!x{((a\w+|\w+ent|\w+ive)\W+){5}(a\w+|\w+ent|\w+ive)}\W",16
373,"\W!x{((a\w+|\w+ent|dis\w+)\W+){5}(a\w+|\w+ent|dis\w+)}\W",32
374,"\W!x{((a\w+|\w+ent|\w+ous)\W+){5}(a\w+|\w+ent|\w+ous)}\W",18
375,"\W!x{((a\w+|\w+ent|\w+ate)\W+){5}(a\w+|\w+ent|\w+ate)}\W",14
376,"\W!x{((a\w+|\w+ent|\w+ure)\W+){5}(a\w+|\w+ent|\w+ure)}\W",15
377,"\W!x{((a\w+|\w+ent|pre\w+)\W+){5}(a\w+|\w+ent|pre\w+)}\W",18
378,"\W!x{((a\w+|\w+ent|\w+ment)\W+){5}(a\w+|\w+ent|\w+ment)}\W",13
379,"\W!x{((a\w+|\w+ent|\w+ence)\W+){5}(a\w+|\w+ent|\w+ence)}\W",16
380,"\W!x{((a\w+|\w+ent|\w+able)\W+){5}(a\w+|\w+ent|\w+able)}\W",13
381,"\W!x{((a\w+|\w+ent|\w+ant)\W+){5}(a\w+|\w+ent|\w+ant)}\W",14
382,"\W!x{((a\w+|\w+ent|\w+ity)\W+){5}(a\w+|\w+ent|\w+ity)}\W",19
383,"\W!x{((a\w+|\w+ent|\w+ness)\W+){5}(a\w+|\w+ent|\w+ness)}\W",14
384,"\W!x{((a\w+|\w+ent|\w+ance)\W+){5}(a\w+|\w+ent|\w+ance)}\W",13
385,"\W!x{((a\w+|\w+ent|\w+ful)\W+){5}(a\w+|\w+ent|\w+ful)}\W",17
386,"\W!x{((a\w+|\w+ent|im\w+)\W+){5}(a\w+|\w+ent|im\w+)}\W",17
387,"\W!x{((a\w+|\w+ent|\w+age)\W+){5}(a\w+|\w+ent|\w+age)}\W",13
388,"\W!x{((a\w+|\w+ent|\w+ish)\W+){5}(a\w+|\w+ent|\w+ish)}\W",13
389,"\W!x{((a\w+|\w+ent|\w+ic)\W+){5}(a\w+|\w+ent|\w+ic)}\W",14
390,"\W!x{((a\w+|\w+geo?\w+|\w+al)\W+){5}(a\w+|\w+geo?\w+|\w+al)}\W",23
391,"\W!x{((a\w+|\w+geo?\w+|com\w+)\W+){5}(a\w+|\w+geo?\w+|com\w+)}\W",14
392,"\W!x{((a\w+|\w+geo?\w+|con\w+)\W+){5}(a\w+|\w+geo?\w+|con\w+)}\W",15
393,"\W!x{((a\w+|\w+geo?\w+|un\w+)\W+){5}(a\w+|\w+geo?\w+|un\w+)}\W",23
394,"\W!x{((a\w+|\w+geo?\w+|ex\w+)\W+){5}(a\w+|\w+geo?\w+|ex\w+)}\W",17
395,"\W!x{((a\w+|\w+geo?\w+|en\w+)\W+){5}(a\w+|\w+geo?\w+|en\w+)}\W",15
396,"\W!x{((a\w+|\w+geo?\w+|pro\w+)\W+){5}(a\w+|\w+geo?\w+|pro\w+)}\W",14
397,"\W!x{((a\w+|\w+geo?\w+|\w+ation)\W+){5}(a\w+|\w+geo?\w+|\w+ation)}\W",19
398,"\W!x{((a\w+|\w+geo?\w+|\w+ive)\W+){5}(a\w+|\w+geo?\w+|\w+ive)}\W",15
399,"\W!x{((a\w+|\w+geo?\w+|dis\w+)\W+){5}(a\w+|\w+geo?\w+|dis\w+)}\W",30
400,"\W!x{((a\w+|\w+geo?\w+|\w+ous)\W+){5}(a\w+|\w+geo?\w+|\w+ous)}\W",14
401,"\W!x{((a\w+|\w+geo?\w+|\w+ate)\W+){5}(a\w+|\w+geo?\w+|\w+ate)}\W",12
402,"\W!x{((a\w+|\w+geo?\w+|\w+ure)\W+){5}(a\w+|\w+geo?\w+|\w+ure)}\W",11
403,"\W!x{((a\w+|\w+geo?\w+|pre\w+)\W+){5}(a\w+|\w+geo?\w+|pre\w+)}\W",15
404,"\W!x{((a\w+|\w+geo?\w+|\w+ment)\W+){5}(a\w+|\w+geo?\w+|\w+ment)}\W",12
405,"\W!x{((a\w+|\w+geo?\w+|\w+ence)\W+){5}(a\w+|\w+geo?\w+|\w+ence)}\W",14
406,"\W!x{((a\w+|\w+geo?\w+|\w+able)\W+){5}(a\w+|\w+geo?\w+|\w+able)}\W",11
407,"\W!x{((a\w+|\w+geo?\w+|\w+ant)\W+){5}(a\w+|\w+geo?\w+|\w+ant)}\W",12
408,"\W!x{((a\w+|\w+geo?\w+|\w+ity)\W+){5}(a\w+|\w+geo?\w+|\w+ity)}\W",15
409,"\W!x{((a\w+|\w+geo?\w+|\w+ness)\W+){5}(a\w+|\w+geo?\w+|\w+ness)}\W",12
410,"\W!x{((a\w+|\w+geo?\w+|\w+ance)\W+){5}(a\w+|\w+geo?\w+|\w+ance)}\W",11
411,"\W!x{((a\w+|\w+geo?\w+|\w+ful)\W+){5}(a\w+|\w+geo?\w+|\w+ful)}\W",15
412,"\W!x{((a\w+|\w+geo?\w+|im\w+)\W+){5}(a\w+|\w+geo?\w+|im\w+)}\W",15
413,"\W!x{((a\w+|\w+geo?\w+|\w+age)\W+){5}(a\w+|\w+geo?\w+|\w+age)}\W",11
414,"\W!x{((a\w+|\w+geo?\w+|\w+ish)\W+){5}(a\w+|\w+geo?\w+|\w+ish)}\W",11
415,"\W!x{((a\w+|\w+geo?\w+|\w+ic)\W+){5}(a\w+|\w+geo?\w+|\w+ic)}\W",12
416,"\W!x{((a\w+|\w+al|com\w+)\W+){5}(a\w+|\w+al|com\w+)}\W",27
417,"\W!x{((a\w+|\w+al|con\w+)\W+){5}(a\w+|\w+al|con\w+)}\W",27
418,"\W!x{((a\w+|\w+al|un\w+)\W+){5}(a\w+|\w+al|un\w+)}\W",34
419,"\W!x{((a\w+|\w+al|ex\w+)\W+){5}(a\w+|\w+al|ex\w+)}\W",31
420,"\W!x{((a\w+|\w+al|en\w+)\W+){5}(a\w+|\w+al|en\w+)}\W",28
421,"\W!x{((a\w+|\w+al|pro\w+)\W+){5}(a\w+|\w+al|pro\w+)}\W",27
422,"\W!x{((a\w+|\w+al|\w+ation)\W+){5}(a\w+|\w+al|\w+ation)}\W",26
423,"\W!x{((a\w+|\w+al|\w+ive)\W+){5}(a\w+|\w+al|\w+ive)}\W",25
424,"\W!x{((a\w+|\w+al|dis\w+)\W+){5}(a\w+|\w+al|dis\w+)}\W",42
425,"\W!x{((a\w+|\w+al|\w+ous)\W+){5}(a\w+|\w+al|\w+ous)}\W",26
426,"\W!x{((a\w+|\w+al|\w+ate)\W+){5}(a\w+|\w+al|\w+ate)}\W",23
427,"\W!x{((a\w+|\w+al|\w+ure)\W+){5}(a\w+|\w+al|\w+ure)}\W",22
428,"\W!x{((a\w+|\w+al|pre\w+)\W+){5}(a\w+|\w+al|pre\w+)}\W",27
429,"\W!x{((a\w+|\w+al|\w+ment)\W+){5}(a\w+|\w+al|\w+ment)}\W",23
430,"\W!x{((a\w+|\w+al|\w+ence)\W+){5}(a\w+|\w+al|\w+ence)}\W",25
431,"\W!x{((a\w+|\w+al|\w+able)\W+){5}(a\w+|\w+al|\w+able)}\W",24
432,"\W!x{((a\w+|\w+al|\w+ant)\W+){5}(a\w+|\w+al|\w+ant)}\W",24
433,"\W!x{((a\w+|\w+al|\w+ity)\W+){5}(a\w+|\w+al|\w+ity)}\W",29
434,"\W!x{((a\w+|\w+al|\w+ness)\W+){5}(a\w+|\w+al|\w+ness)}\W",24
435,"\W!x{((a\w+|\w+al|\w+ance)\W+){5}(a\w+|\w+al|\w+ance)}\W",22
436,"\W!x{((a\w+|\w+al|\w+ful)\W+){5}(a\w+|\w+al|\w+ful)}\W",27
437,"\W!x{((a\w+|\w+al|im\w+)\W+){5}(a\w+|\w+al|im\w+)}\W",27
438,"\W!x{((a\w+|\w+al|\w+age)\W+){5}(a\w+|\w+al|\w+age)}\W",22
439,"\W!x{((a\w+|\w+al|\w+ish)\W+){5}(a\w+|\w+al|\w+ish)}\W",22
440,"\W!x{((a\w+|\w+al|\w+ic)\W+){5}(a\w+|\w+al|\w+ic)}\W",23
441,"\W!x{((a\w+|com\w+|con\w+)\W+){5}(a\w+|com\w+|con\w+)}\W",17
442,"\W!x{((a\w+|com\w+|un\w+)\W+){5}(a\w+|com\w+|un\w+)}\W",26
443,"\W!x{((a\w+|com\w+|ex\w+)\W+){5}(a\w+|com\w+|ex\w+)}\W",19
444,"\W!x{((a\w+|com\w+|en\w+)\W+){5}(a\w+|com\w+|en\w+)}\W",17
445,"\W!x{((a\w+|com\w+|pro\w+)\W+){5}(a\w+|com\w+|pro\w+)}\W",16
446,"\W!x{((a\w+|com\w+|\w+ation)\W+){5}(a\w+|com\w+|\w+ation)}\W",19
447,"\W!x{((a\w+|com\w+|\w+ive)\W+){5}(a\w+|com\w+|\w+ive)}\W",17
448,"\W!x{((a\w+|com\w+|dis\w+)\W+){5}(a\w+|com\w+|dis\w+)}\W",33
449,"\W!x{((a\w+|com\w+|\w+ous)\W+){5}(a\w+|com\w+|\w+ous)}\W",17
450,"\W!x{((a\w+|com\w+|\w+ate)\W+){5}(a\w+|com\w+|\w+ate)}\W",14
451,"\W!x{((a\w+|com\w+|\w+ure)\W+){5}(a\w+|com\w+|\w+ure)}\W",13
452,"\W!x{((a\w+|com\w+|pre\w+)\W+){5}(a\w+|com\w+|pre\w+)}\W",17
453,"\W!x{((a\w+|com\w+|\w+ment)\W+){5}(a\w+|com\w+|\w+ment)}\W",14
454,"\W!x{((a\w+|com\w+|\w+ence)\W+){5}(a\w+|com\w+|\w+ence)}\W",16
455,"\W!x{((a\w+|com\w+|\w+able)\W+){5}(a\w+|com\w+|\w+able)}\W",13
456,"\W!x{((a\w+|com\w+|\w+ant)\W+){5}(a\w+|com\w+|\w+ant)}\W",14
457,"\W!x{((a\w+|com\w+|\w+ity)\W+){5}(a\w+|com\w+|\w+ity)}\W",17
458,"\W!x{((a\w+|com\w+|\w+ness)\W+){5}(a\w+|com\w+|\w+ness)}\W",19
459,"\W!x{((a\w+|com\w+|\w+ance)\W+){5}(a\w+|com\w+|\w+ance)}\W",13
460,"\W!x{((a\w+|com\w+|\w+ful)\W+){5}(a\w+|com\w+|\w+ful)}\W",17
461,"\W!x{((a\w+|com\w+|im\w+)\W+){5}(a\w+|com\w+|im\w+)}\W",17
462,"\W!x{((a\w+|com\w+|\w+age)\W+){5}(a\w+|com\w+|\w+age)}\W",13
463,"\W!x{((a\w+|com\w+|\w+ish)\W+){5}(a\w+|com\w+|\w+ish)}\W",13
464,"\W!x{((a\w+|com\w+|\w+ic)\W+){5}(a\w+|com\w+|\w+ic)}\W",14
465,"\W!x{((a\w+|con\w+|un\w+)\W+){5}(a\w+|con\w+|un\w+)}\W",27
466,"\W!x{((a\w+|con\w+|ex\w+)\W+){5}(a\w+|con\w+|ex\w+)}\W",20
467,"\W!x{((a\w+|con\w+|en\w+)\W+){5}(a\w+|con\w+|en\w+)}\W",17
468,"\W!x{((a\w+|con\w+|pro\w+)\W+){5}(a\w+|con\w+|pro\w+)}\W",16
469,"\W!x{((a\w+|con\w+|\w+ation)\W+){5}(a\w+|con\w+|\w+ation)}\W",17
470,"\W!x{((a\w+|con\w+|\w+ive)\W+){5}(a\w+|con\w+|\w+ive)}\W",17
471,"\W!x{((a\w+|con\w+|dis\w+)\W+){5}(a\w+|con\w+|dis\w+)}\W",31
472,"\W!x{((a\w+|con\w+|\w+ous)\W+){5}(a\w+|con\w+|\w+ous)}\W",16
473,"\W!x{((a\w+|con\w+|\w+ate)\W+){5}(a\w+|con\w+|\w+ate)}\W",13
474,"\W!x{((a\w+|con\w+|\w+ure)\W+){5}(a\w+|con\w+|\w+ure)}\W",13
475,"\W!x{((a\w+|con\w+|pre\w+)\W+){5}(a\w+|con\w+|pre\w+)}\W",18
476,"\W!x{((a\w+|con\w+|\w+ment)\W+){5}(a\w+|con\w+|\w+ment)}\W",14
477,"\W!x{((a\w+|con\w+|\w+ence)\W+){5}(a\w+|con\w+|\w+ence)}\W",14
478,"\W!x{((a\w+|con\w+|\w+able)\W+){5}(a\w+|con\w+|\w+able)}\W",13
479,"\W!x{((a\w+|con\w+|\w+ant)\W+){5}(a\w+|con\w+|\w+ant)}\W",14
480,"\W!x{((a\w+|con\w+|\w+ity)\W+){5}(a\w+|con\w+|\w+ity)}\W",17
481,"\W!x{((a\w+|con\w+|\w+ness)\W+){5}(a\w+|con\w+|\w+ness)}\W",15
482,"\W!x{((a\w+|con\w+|\w+ance)\W+){5}(a\w+|con\w+|\w+ance)}\W",13
483,"\W!x{((a\w+|con\w+|\w+ful)\W+){5}(a\w+|con\w+|\w+ful)}\W",17
484,"\W!x{((a\w+|con\w+|im\w+)\W+){5}(a\w+|con\w+|im\w+)}\W",17
485,"\W!x{((a\w+|con\w+|\w+age)\W+){5}(a\w+|con\w+|\w+age)}\W",13
486,"\W!x{((a\w+|con\w+|\w+ish)\W+){5}(a\w+|con\w+|\w+ish)}\W",14
487,"\W!x{((a\w+|con\w+|\w+ic)\W+){5}(a\w+|con\w+|\w+ic)}\W",14
488,"\W!x{((a\w+|un\w+|ex\w+)\W+){5}(a\w+|un\w+|ex\w+)}\W",28
489,"\W!x{((a\w+|un\w+|en\w+)\W+){5}(a\w+|un\w+|en\w+)}\W",27
490,"\W!x{((a\w+|un\w+|pro\w+)\W+){5}(a\w+|un\w+|pro\w+)}\W",27
491,"\W!x{((a\w+|un\w+|\w+ation)\W+){5}(a\w+|un\w+|\w+ation)}\W",25
492,"\W!x{((a\w+|un\w+|\w+ive)\W+){5}(a\w+|un\w+|\w+ive)}\W",24
493,"\W!x{((a\w+|un\w+|dis\w+)\W+){5}(a\w+|un\w+|dis\w+)}\W",41
494,"\W!x{((a\w+|un\w+|\w+ous)\W+){5}(a\w+|un\w+|\w+ous)}\W",24
495,"\W!x{((a\w+|un\w+|\w+ate)\W+){5}(a\w+|un\w+|\w+ate)}\W",25
496,"\W!x{((a\w+|un\w+|\w+ure)\W+){5}(a\w+|un\w+|\w+ure)}\W",21
497,"\W!x{((a\w+|un\w+|pre\w+)\W+){5}(a\w+|un\w+|pre\w+)}\W",25
498,"\W!x{((a\w+|un\w+|\w+ment)\W+){5}(a\w+|un\w+|\w+ment)}\W",22
499,"\W!x{((a\w+|un\w+|\w+ence)\W+){5}(a\w+|un\w+|\w+ence)}\W",25
500,"\W!x{((a\w+|un\w+|\w+able)\W+){5}(a\w+|un\w+|\w+able)}\W",22
501,"\W!x{((a\w+|un\w+|\w+ant)\W+){5}(a\w+|un\w+|\w+ant)}\W",22
502,"\W!x{((a\w+|un\w+|\w+ity)\W+){5}(a\w+|un\w+|\w+ity)}\W",25
503,"\W!x{((a\w+|un\w+|\w+ness)\W+){5}(a\w+|un\w+|\w+ness)}\W",23
504,"\W!x{((a\w+|un\w+|\w+ance)\W+){5}(a\w+|un\w+|\w+ance)}\W",21
505,"\W!x{((a\w+|un\w+|\w+ful)\W+){5}(a\w+|un\w+|\w+ful)}\W",26
506,"\W!x{((a\w+|un\w+|im\w+)\W+){5}(a\w+|un\w+|im\w+)}\W",25
507,"\W!x{((a\w+|un\w+|\w+age)\W+){5}(a\w+|un\w+|\w+age)}\W",21
508,"\W!x{((a\w+|un\w+|\w+ish)\W+){5}(a\w+|un\w+|\w+ish)}\W",21
509,"\W!x{((a\w+|un\w+|\w+ic)\W+){5}(a\w+|un\w+|\w+ic)}\W",24
510,"\W!x{((a\w+|ex\w+|en\w+)\W+){5}(a\w+|ex\w+|en\w+)}\W",20
